title,character,character_alias,actor
Avengers: Endgame,Friday,,Kerry Condon
Avengers: Endgame,Cooper Barton,,Ben Sakamoto
Avengers: Endgame,Lila Barton,,Ava Russo
Avengers: Endgame,Nathaniel Barton,,Cade Woodward
Loki,Loki,God of Mischief,Tom Hiddleston
Loki,Casey,,Eugene Cordero
Loki,Ravonna Renslayer,,Gugu Mbatha-Raw
Loki,Sylvie,,Sophia Di Martino
Loki,Mobius,,Owen Wilson
Loki,Hunter B-15,,Wunmi Mosaku
Loki,Miss Minutes,,Tara Strong
Loki,He Who Remains,,Jonathan Majors
What If...?,Uatu,The Watcher,Jeffrey Wright
What If...?,Nick Fury,Director Fury,Samuel L. Jackson
What If...?,T'Challa,Black Panther,Chadwick Boseman
What If...?,Tony stark,Iron Man,Mick Wingert
What If...?,Natasha Romanoff,Black Widow,Lake Bell
What If...?,Clint Barton,Hawkeye,Jeremy Renner
What If...?,Dr. Stephen Strange,Doctor Strange,Benedict Cumberbatch
What If...?,Brock Rumlow,Crossbones,Frank Grillo
What If...?,Steve Rogers,Captain America,Josh Keaton
What If...?,Okoye,,Danai Gurira
What If...?,Ultron,,Ross Marquand
What If...?,Loki,God of mischief,Tom Hiddleston
What If...?,Arnim Zola,,Toby Jones
What If...?,Carol Denvers,Captain Marvel,Alexandra Daniels
What If...?,Peggy Carter,,Hayley Atwell
What If...?,Happy Hogan,,Jon Favreau
What If...?,Bruce Banner,Hulk,Mark Ruffalo
What If...?,Erik Killmonger,Killmonger,Michael B. Jordan
What If...?,JARVIS,,Paul Bettany
What If...?,Nebula,,Karen Gillan
What If...?,God of Thunder,Hammer,Chris Hemsworth
What If...?,Agent Coulson,Phil Coulson,Clark Gregg
What If...?,Bucky Barnes,Winter soldier,Sebastian Stan
What If...?,Christine Everhart,Ms. Brown,Leslie Bibb
What If...?,T'Chaka,,John Kani
What If...?,Sif,Lady Sif,Jaimie Alexander
What If...?,Howard the Duck,,Seth Green
What If...?,Ego,,Kurt Russell
What If...?,Secretary Ross,,Michael Patrick McGill
What If...?,Peter Quill,,Brian T. Delaney
What If...?,Shuri,,Ozioma Akagha
What If...?,Ebony Maw,,Tom Vaughan-Lawlor
What If...?,Jane Foster,,Natalie Portman
What If...?,Dr. Christine Palmer,,Rachel McAdams
What If...?,Hank Pym,,Michael Douglas
What If...?,Yondu,,Michael Rooker
What If...?,Wong,,Benedict Wong
What If...?,Queen Ramonada,,Angela Bassett
What If...?,Darcy,,Kat Dennings
What If...?,The Ancient One,,Tilda Swinton
What If...?,Korath,,Djimon Hounsou
What If...?,Hope Van Dyne,Wasp,Evangeline Lilly
What If...?,Dr. Erskine,,Stanley Tucci
What If...?,Batroc,,Georges St-Pierre
What If...?,O'Bengh,,Ike Amadi
What If...?,Scott Lang,Ant-Man,Paul Rudd
What If...?,Ulysses Klaue,,Andy Serkis
What If...?,Grandmaster,,Jeff Goldblum
What If...?,Thanos,,Josh Brolin
What If...?,Howard Stark,,Dominic Cooper
What If...?,Maria Hill,,Cobie Smulders
What If...?,Colonel Flynn,,Bradley Whitford
What If...?,James Rhodes,,Don Cheadle
What If...?,The Collector,,Benicio Del Toro
What If...?,Betty Ross,,Stephanie Panisello
What If...?,Timothy 'Dum Dum' Dugan,,Neal McDonough
What If...?,Sharon Carter,,Emily VanCamp
What If...?,Kraglin,,Sean Gunn
What If...?,Gamora,,Cynthia Kaye McWilliams
What If...?,Korg,,Taika Waititi
What If...?,Kurt,,David Dastmalchian
What If...?,Taserface,,Chris Sullivan
What If...?,Peter Parker,Spider man,Hudson Thames
What If...?,Obadiah Stane,Iron monger/Obi,Kiff VandenHeuvel
What If...?,Pepper Potts,,Beth Hoyt
What If...?,Proxima Midnight,,Carrie Coon
What If...?,Frigga,Queen Frigga,Josette Eales
What If...?,Surtur,,Clancy Brown
Eternals,Sersi,,Gemma Chan
Eternals,Ikaris,,Richard Madden
Eternals,Thena,,Angelina Jolie
Eternals,Ajak,,Salma Hayek
Eternals,Dane Whitman,,Kit Harington
Eternals,Kingo,,Kumail Nanjiani
Eternals,Sprite,,Lia McHugh
Eternals,Phastos,,Brian Tyree Henry
Eternals,Makkari,,Lauren Ridloff
Eternals,Druig,,Barry Keoghan
Eternals,Gilgamesh,,Ma Dong-seok
Eternals,Karun,,Harish Patel
Eternals,Kro,,Bill Skarsgård
Eternals,Ben,,Haaz Sleiman
Eternals,Jack,,Esai Daniel Cross
Eternals,Eros,,Harry Styles
Eternals,Arishem,,David Kaye
WandaVision,Wanda Maximoff,Scarlett Witch,Elizabeth Olsen
WandaVision,Vision,,Paul Bettany
WandaVision,Agnes,,Kathryn Hahn
WandaVision,Monica Rambeau,,Teyonah Parris
WandaVision,Director Tyler Hayward,,Josh Stamberg
WandaVision,Herb,,David A Payton
WandaVision,Phil Jones,,David Lengel
WandaVision,Dennis the Mailman,,Amos Glick
WandaVision,Agent Rodriguez,,Selena Anduze
WandaVision,Jimmy Woo,,Randall Park
WandaVision,Darcy Lewis,,Kat Dennings
WandaVision,Mrs. Hart,,Debra Jo Rupp
WandaVision,Billy Maximoff,,Julian Hilliard
WandaVision,Tommy Maximoff,,Jett Klyne
WandaVision,Norm,,Asif Ali
WandaVision,Pietro Maximoff,,Evan Peters
WandaVision,Dottie Jones,,Emma Caulfield Ford
WandaVision,Agent Monti,,Alan Heckner
WandaVision,Beverly,,Jolene Purdy
Shang-Chi and the Legend of the Ten Rings,Shaun,Shang-Chi,Simu Liu
Shang-Chi and the Legend of the Ten Rings,Xu Wenwu,,Tony Chiu-Wai Leung
Shang-Chi and the Legend of the Ten Rings,Katy,,Awkwafina
Shang-Chi and the Legend of the Ten Rings,Trevor Slattery,,Ben Kingsley
Shang-Chi and the Legend of the Ten Rings,Xialing,,Meng'er Zhang
Shang-Chi and the Legend of the Ten Rings,Li,,Fala Chen
Shang-Chi and the Legend of the Ten Rings,Ying Nan,,Michelle Yeoh
Shang-Chi and the Legend of the Ten Rings,Master Guang Bo,,Wah Yuen
Shang-Chi and the Legend of the Ten Rings,Razor Fist,,Florian Munteanu
Shang-Chi and the Legend of the Ten Rings,Death Dealer,,Andy Le
Shang-Chi and the Legend of the Ten Rings,Chancellor Hui,,Paul W. He
Shang-Chi and the Legend of the Ten Rings,Young Xialing,,Elodie Fong
Shang-Chi and the Legend of the Ten Rings,Soo,,Stephanie Hsu
Shang-Chi and the Legend of the Ten Rings,John,,Kunal Dudheker
Shang-Chi and the Legend of the Ten Rings,Waipo,,Tsai Chin
Shang-Chi and the Legend of the Ten Rings,Mrs. Chen,,Jodi Long
Shang-Chi and the Legend of the Ten Rings,Ruihua,,Dallas Liu
Shang-Chi and the Legend of the Ten Rings,Jon Jon,,Ronny Chieng
Shang-Chi and the Legend of the Ten Rings,Yuchen,,Stella Ye
Shang-Chi and the Legend of the Ten Rings,Gao Lei,,Fernando Chien
Shang-Chi and the Legend of the Ten Rings,Klev,,Zach Cherry
The Falcon and the Winter Soldier,Sam Wilson,Falcon,Anthony Mackie
The Falcon and the Winter Soldier,Bucky Barnes,Winter Soldier,Sebastian Stan
The Falcon and the Winter Soldier,John Walker,,Wyatt Russell
The Falcon and the Winter Soldier,Karli Morgenthau,,Erin Kellyman
The Falcon and the Winter Soldier,Dovich,,Desmond Chiam
The Falcon and the Winter Soldier,Gigi,,Dani Deetté
The Falcon and the Winter Soldier,DeeDee,,Indya Bussey
The Falcon and the Winter Soldier,Baron Zemo,,Daniel Brühl
The Falcon and the Winter Soldier,Joaquin Torres,,Danny Ramirez
The Falcon and the Winter Soldier,Sarah Wilson,,Adepero Oduye
The Falcon and the Winter Soldier,Lennox,,Renes Rivera
The Falcon and the Winter Soldier,Diego,,Tyler Dean Flores
The Falcon and the Winter Soldier,Sharon Carter,,Emily VanCamp
The Falcon and the Winter Soldier,Battlestar,,Clé Bennett
The Falcon and the Winter Soldier,Nico,,Noah Mills
The Falcon and the Winter Soldier,Ayo,,Florence Kasumba
The Falcon and the Winter Soldier,Isaiah Bradley,,Carl Lumbly
The Falcon and the Winter Soldier,Georges Batroc,,Georges St-Pierre
The Falcon and the Winter Soldier,Dr. Christina Raynor,,Amy Aquino
The Falcon and the Winter Soldier,Cass,,Chase River McGhee
The Falcon and the Winter Soldier,AJ,,Aaron Haynes
The Falcon and the Winter Soldier,Eli Bradley,,Elijah Richardson
The Falcon and the Winter Soldier,Olivia Walker,,Gabrielle Byndloss
The Falcon and the Winter Soldier,Valentina Allegra de Fontaine,,Julia Louis-Dreyfus
The Falcon and the Winter Soldier,Mama Donya,,Veronica Falcón
The Falcon and the Winter Soldier,Senator Atwood,,Rebecca Lines
The Falcon and the Winter Soldier,James Rhodes,War Machine,Don Cheadle
The Falcon and the Winter Soldier,Matias,,Ness Bautista
The Falcon and the Winter Soldier,Unique,,Ian Gregg
The Falcon and the Winter Soldier,Alonso Barber,,Mike Ray
The Falcon and the Winter Soldier,Sara Haines,,Sara Haines
Thor: Love and Thunder,Thor,God of Thunder,Chris Hemsworth
Thor: Love and Thunder,Jane Foster,The Mighty Thor,Natalie Portman
Thor: Love and Thunder,Gorr,The God Buthcher,Christian Bale
Thor: Love and Thunder,King Valkyrie,,Tessa Thompson
Thor: Love and Thunder,Korg,Old Kronan God,Taika Waititi
Thor: Love and Thunder,Zeus,,Russell Crowe
Thor: Love and Thunder,Sif,Lady Sif,Jaimie Alexander
Thor: Love and Thunder,Heimdall,,Idris Elba
Thor: Love and Thunder,Peter Quill,Star-Lord,Chris Pratt
Thor: Love and Thunder,Drax,,Dave Bautista
Thor: Love and Thunder,Nebula,,Karen Gillan
Thor: Love and Thunder,Mantis,,Pom Klementieff
Thor: Love and Thunder,Kraglin,On-Set Rocket,Sean Gunn
Thor: Love and Thunder,Groot,,Vin Diesel
Thor: Love and Thunder,Rocket,,Bradley Cooper
Thor: Love and Thunder,Miek,,Carly Rees
Thor: Love and Thunder,Darcy Lewis,,Kat Dennings
Thor: Love and Thunder,Asgardian Stagehand,,Suren Jayemanne
Thor: Love and Thunder,Asgardian Stagehand,,Natasha Cheng
Thor: Love and Thunder,Hercules,,Brett Goldstein
Thor: Love and Thunder,King Yakan,,Stephen Curry
Thor: Love and Thunder,Erik Selvig,,Stellan Skarsgård
Thor: Love and Thunder,Habooska the Horrible,,Bobby Holland Hanton
Peter's To-Do List,Peter Parker,Spider-Man,Tom Holland
Peter's To-Do List,Ned,,Jacob Batalon
Peter's To-Do List,Mr. Delmar,,Hemky Madera
Peter's To-Do List,Flash Thompson,,Tony Revolori
Spider-Man: Far from Home,Peter Parker,Spider-Man,Tom Holland
Spider-Man: Far from Home,Nick Fury,Director Fury,Samuel L. Jackson
Spider-Man: Far from Home,Quentin Beck,Mysterio,Jake Gyllenhaal
Spider-Man: Far from Home,May Parker,Aunt May,Marisa Tomei
Spider-Man: Far from Home,Happy Hogan,,Jon Favreau
Spider-Man: Far from Home,MJ,,Zendaya
Spider-Man: Far from Home,Ned Leeds,,Jacob Batalon
Spider-Man: Far from Home,Flash Thompson,,Tony Revolori
Spider-Man: Far from Home,Betty Brant,,Angourie Rice
Spider-Man: Far from Home,Brad Davis,,Remy Hii
Spider-Man: Far from Home,Mr. Harrington,,Martin Starr
Spider-Man: Far from Home,Mr. Dell,,J.B. Smoove
Spider-Man: Far from Home,Jason Ionello,,Jorge Lendeborg Jr.
Spider-Man: Far from Home,Maria Hill,,Cobie Smulders
Spider-Man: Far from Home,William Ginter Riva,,Peter Billingsley
Spider-Man: Far from Home,Victoria,,Clare Dunne
Spider-Man: Far from Home,Guterman,,Nicholas Gleaves
Spider-Man: Far from Home,Janice,,Claire Rushbrook
Spider-Man: Far from Home,J. Jonah Jameson,,J.K. Simmons
Spider-Man: Far from Home,E.D.I.T.H.,,Dawn Michelle King
Spider-Man: No Way Home,Peter Parker,Spider-Man,Tom Holland
Spider-Man: No Way Home,MJ,,Zendaya
Spider-Man: No Way Home,Dr. Stephen Strange,Doctor Strange,Benedict Cumberbatch
Spider-Man: No Way Home,Ned,,Jacob Batalon
Spider-Man: No Way Home,Happy Hogan,,Jon Favreau
Spider-Man: No Way Home,Max Dillon,Electro,Jamie Foxx
Spider-Man: No Way Home,Norman Osborn,Green Goblin,Willem Dafoe
Spider-Man: No Way Home,Dr. Otto Octavius,Doc Ock,Alfred Molina
Spider-Man: No Way Home,Wong,,Benedict Wong
Spider-Man: No Way Home,Flash Thompson,,Tony Revolori
Spider-Man: No Way Home,May Parker,,Marisa Tomei
Spider-Man: No Way Home,Peter Parker2,Spider-Man,Andrew Garfield
Spider-Man: No Way Home,Peter Parker3,Spider-Man,Tobey Maguire
Spider-Man: No Way Home,Betty Brant,,Angourie Rice
Spider-Man: No Way Home,Agent Cleary,,Arian Moayed
Spider-Man: No Way Home,MIT Assistant Vice Chancellor,,Paula Newsome
Spider-Man: No Way Home,Coach Wilson,,Hannibal Buress
Spider-Man: No Way Home,Mr. Harrington,,Martin Starr
Spider-Man: No Way Home,Mr. Dell,,J.B. Smoove
Spider-Man: No Way Home,J. Jonah Jameson,,J.K. Simmons
Spider-Man: No Way Home,Dr. Curt Connors,The Lizard,Rhys Ifans
Spider-Man: No Way Home,Matt Murdock,Daredevil,Charlie Cox
Spider-Man: No Way Home,Flint Marko,Sandman,Thomas Haden Church
Doctor Strange in the Multiverse of Madness,Dr. Stephen Strange,Doctor strange,Benedict Cumberbatch
Doctor Strange in the Multiverse of Madness,Wanda Maximoff,The Scarlet Witch,Elizabeth Olsen
Doctor Strange in the Multiverse of Madness,Baron Mordo,,Chiwetel Ejiofor
Doctor Strange in the Multiverse of Madness,Wong,,Benedict Wong
Doctor Strange in the Multiverse of Madness,America Chavez,,Xochitl Gomez
Doctor Strange in the Multiverse of Madness,Dr. Christine Palmer,,Rachel McAdams
Doctor Strange in the Multiverse of Madness,Tommy Maximoff,,Jett Klyne
Doctor Strange in the Multiverse of Madness,Billy Maximoff,,Julian Hilliard
Doctor Strange in the Multiverse of Madness,Dr. Nic West,,Michael Stuhlbarg
Doctor Strange in the Multiverse of Madness,Peggy Carter-AR,Agent Carter,Hayley Atwell
Doctor Strange in the Multiverse of Madness,Black Bolt,,Anson Mount
Doctor Strange in the Multiverse of Madness,Carol Denvers,Captain Marvel,Lashana Lynch
Doctor Strange in the Multiverse of Madness,Reed Richards,,John Krasinski
Doctor Strange in the Multiverse of Madness,Professor Charles Xavier,,Patrick Stewart
Doctor Strange in the Multiverse of Madness,Ultron,,Ross Marquand
Doctor Strange in the Multiverse of Madness,Master Hamir,,Topo Wresniwiro
Doctor Strange in the Multiverse of Madness,The Weasel,,Charlie Norton
Doctor Strange in the Multiverse of Madness,Elena Chavez,,Ruth Livier
Doctor Strange in the Multiverse of Madness,Amalia Chavez,,Chess Lopez
Hawkeye,Clint Barton,Hawkeye,Jeremy Renner
Hawkeye,Kate Bishop,,Hailee Steinfeld
Hawkeye,Eleanor Bishop,,Vera Farmiga
Hawkeye,Jack Duquesne,,Tony Dalton
Hawkeye,Kazi,,Fra Fee
Hawkeye,Ivan,,Aleks Paunovic
Hawkeye,Tomas,,Piotr Adamczyk
Hawkeye,Maya Lopez,,Alaqua Cox
Hawkeye,Laura Barton,,Linda Cardellini
Hawkeye,Nathaniel Barton,,Cade Woodward
Hawkeye,Enrique,,Carlos Navarro
Hawkeye,Lila Barton,,Ava Russo
Hawkeye,Cooper Barton,,Ben Sakamoto
Hawkeye,Grills,,Clayton English
Hawkeye,Yelena Boleva,,Florence Pugh
Hawkeye,Detective Caudle,,Ivan Mbakop
Hawkeye,Kingpin,,Vincent D'Onofrio
Hawkeye,Detective Rivera,,Franco Castan
Moon Knight,Marc Spector,Moon Knight,Oscar Isaac
Moon Knight,Arthur Harrow,,Ethan Hawke
Moon Knight,Layla El-Faouly,,May Calamawy
Moon Knight,Khonshu,,F. Murray Abraham
Moon Knight,Bobbi,,Ann Akinjirin
Moon Knight,Billy,,David Ganly
Moon Knight,Taweret,,Antonia Salib
Moon Knight,Selim,,Khalid Abdalla
Moon Knight,Crawley,,Shaun Scott
Moon Knight,Donna,,Lucy Thackeray
Moon Knight,Yatzil,,Díana Bermudez
Moon Knight,J.B.,,Alexander Cobb
Moon Knight,Bek,,Loic Mabanza
Moon Knight,Anton Mogart,,Gaspard Ulliel
Moon Knight,Wendy Spector,,Fernanda Andrade
She-Hulk: Attorney at Law,Jennifer Walters,,Tatiana Maslany
She-Hulk: Attorney at Law,Nikki Ramos,,Ginger Gonzaga
She-Hulk: Attorney at Law,Titania,,Jameela Jamil
She-Hulk: Attorney at Law,Holden Holliway,,Steve Coulter
She-Hulk: Attorney at Law,Mallory Book,,Renée Elise Goldsberry
She-Hulk: Attorney at Law,Augustus 'Pug' Pugliese,,Josh Segarra
She-Hulk: Attorney at Law,Abomination,,Tim Roth
She-Hulk: Attorney at Law,Morris Walters,,Mark Linn-Baker
She-Hulk: Attorney at Law,Cousin Ched,,Nicholas Cirillo
She-Hulk: Attorney at Law,Dennis Bukowski,,Drew Matthews
She-Hulk: Attorney at Law,Bruce Banner,,Mark Ruffalo
She-Hulk: Attorney at Law,Elaine Walters,,Tess Malis Kincaid
She-Hulk: Attorney at Law,Josh Miller,,Trevor Salter
She-Hulk: Attorney at Law,Wong,,Benedict Wong
She-Hulk: Attorney at Law,Wrecker,,Nick Gomez
She-Hulk: Attorney at Law,Thunderball,,Justin Eaton
She-Hulk: Attorney at Law,Pedro The Bartender,,Vas Sanchez
She-Hulk: Attorney at Law,Judge Price,,George Bryant
She-Hulk: Attorney at Law,Daredevil,,Charlie Cox
She-Hulk: Attorney at Law,Eugene Patilio,,Brandon Stanley
She-Hulk: Attorney at Law,Luke Jacobson,,Griffin Matthews
She-Hulk: Attorney at Law,Aunt Melanie,,Candice Rose
She-Hulk: Attorney at Law,Derek,,David Otunga
She-Hulk: Attorney at Law,Uncle Tucker,,Michael H. Cole
She-Hulk: Attorney at Law,Noah,,Eddy Rioseco
She-Hulk: Attorney at Law,Arthur,,Michel Curiel
She-Hulk: Attorney at Law,Donny Blaze,,Rhys Coiro
She-Hulk: Attorney at Law,Mr. Immortal,,David Pasquesi
She-Hulk: Attorney at Law,Man-Bull,,Nathan Hurd
She-Hulk: Attorney at Law,Madisynn,,Patty Guggenheim
She-Hulk: Attorney at Law,Lulu,,Patti Harrison
She-Hulk: Attorney at Law,El Aguila,,Joseph Castillo-Midyett
She-Hulk: Attorney at Law,Saracen,,Terrence Clowe
She-Hulk: Attorney at Law,Heather,,McKenzie Kurtz
She-Hulk: Attorney at Law,Cornelius P. Willows,,Leon Lamar
She-Hulk: Attorney at Law,Chuck Donelan,,John Pirruccello
She-Hulk: Attorney at Law,Porcupine,,Jordan Aaron Ford
She-Hulk: Attorney at Law,Runa,,Peg O'Keef
She-Hulk: Attorney at Law,Skeevy Guy,,Quincy Giles
She-Hulk: Attorney at Law,Alan,,Ryan Powers
She-Hulk: Attorney at Law,Hank Sanderson,,Mike Benitez
She-Hulk: Attorney at Law,Skaar,,Wil Deusner
Ms. Marvel,Kamala Khan,,Iman Vellani
Ms. Marvel,Bruno,,Matt Lintz
Ms. Marvel,Muneeba,,Zenobia Shroff
Ms. Marvel,Nakia,,Yasmeen Fletcher
Ms. Marvel,Kamran,,Rish Shah
Ms. Marvel,Yusuf,,Mohan Kapur
Ms. Marvel,Aamir,,Saagar Shaikh
Ms. Marvel,Sana,,Samina Ahmed
Ms. Marvel,Najma,,Nimra Bucha
Ms. Marvel,Agent Deever,,Alysia Reiner
Ms. Marvel,Auntie Ruby,,Anjali Bhimani
Ms. Marvel,Auntie Zara,,Sophia Mahmud
Ms. Marvel,Red Dagger,,Aramis Knight
Ms. Marvel,Agent Cleary,,Arian Moayed
Ms. Marvel,Zoe,,Laurel Marsden
Ms. Marvel,Sheikh Abdullah,,Laith Nakli
Werewolf by Night,Jack Russell,,Gael García Bernal
Werewolf by Night,Elsa Bloodstone,,Laura Donnelly
Werewolf by Night,Verussa,,Harriet Sansom Harris
Werewolf by Night,Jovan,,Kirk R. Thatcher
Werewolf by Night,Azarel,,Eugenie Bondurant
Werewolf by Night,Liorn,,Leonardo Nam
Werewolf by Night,Barasso,,Daniel J. Watts
Werewolf by Night,Billy Swan,,Al Hamacher
Werewolf by Night,Ted (The Man-Thing),,Carey Jones
Werewolf by Night,The Flaming Tuba,,David Silverman
Werewolf by Night,Ulysses Bloodstone,,Richard Dixon
Secret Invasion,Nick Fury,Director Fury,Samuel L. Jackson
Secret Invasion,Talos,,Ben Mendelsohn
Secret Invasion,Maria Hill,,Cobie Smulders
Secret Invasion,Special Agent Sonya Falsworth,,Olivia Colman
Secret Invasion,Rebel Skrull leader Gravik,,Kingsley Ben-Adir
Secret Invasion,Fiz,,Killian Scott
Secret Invasion,FSB Commander,,Ventsislav Yankov
Secret Invasion,James Rhodes,War Machine,Don Cheadle
Secret Invasion,Everett K. Ross,,Martin Freeman
